Antenna_index,Type,Voc_Re,Voc_Im,Vin_Re,Vin_Im,Vl_Re,Vl_Im,vin_Oc_Re,vin_Oc_Im,vbis_Re,vbis_Im,I_Re,I_Im,Zin_Re,Zin_Im,P_V_oc(uW),P_Vin_oc(uW),P_L(uW),P_in(uW)
0,emitter,12.4,0.0,12.410135189310026,0.005882192791210992,0.0,0.0,-0.010135189310025439,-0.005882192791210992,12.4,0.0,0.12551099642844551,-0.06250545733018667,79.20881612788278,39.49347555592968,778168.1778563622,452.2042793866258,0.0,778620.3821357487
1,receiver,0.0,0.0,-1.8780788846104604,-1.9328908895766748,0.0,-0.0,1.8780788846104604,1.9328908895766748,0.0,0.0,-0.02873417916300398,-0.010075624484708542,79.20881612788281,39.49347555592969,-0.0,36720.06896297023,0.0,36720.06896297023
